,song,artist,chord_progression,key
15968,When The Partys Over,Billie Eilish,"['F', 'Am', 'C', 'F']",F
15969,When The Partys Over,Billie Eilish,"['Am', 'C', 'F', 'Dm']",C
15970,When The Partys Over,Billie Eilish,"['F', 'Am', 'C', 'F']",F
15971,When The Partys Over,Billie Eilish,"['Am', 'C', 'F', 'Dm']",C
15972,When The Partys Over,Billie Eilish,"['Am', 'C', 'F', 'F']",C
15973,Berharap Tak Berpisah,Reza Artamevia,"['B', 'C#', 'A#m', 'D#m', 'G#m', 'C#', 'F#']",F#
15974,Berharap Tak Berpisah,Reza Artamevia,"['A', 'G#m']",A
15975,Oks Lang Ako,JRoa,"['Cadd9', 'G']",C
15976,Oks Lang Ako,JRoa,"['Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G']",C
15977,Oks Lang Ako,JRoa,"['Cadd9', 'G']",C
15978,Oks Lang Ako,JRoa,"['Em', 'Cadd9', 'G', 'D']",G
15979,Friends,Marshmello,"['Am', 'C', 'F', 'G']",C
15980,Friends,Marshmello,"['Am', 'C', 'F', 'G', 'Am', 'C', 'F']",C
15981,Friends,Marshmello,"['F', 'G', 'Am', 'C', 'F']",C
15982,Friends,Marshmello,"['Am', 'C', 'F', 'G']",C
15983,Friends,Marshmello,"['Am', 'C', 'F']",C
15984,Mundo,IV OF SPADES,"['Asus2', 'E', 'B5', 'Asus2', 'E']",E
15985,Mundo,IV OF SPADES,"['Asus2', 'E', 'B5', 'Asus2']",E
15986,Mundo,IV OF SPADES,"['Asus2', 'E']",A
15987,Mundo,IV OF SPADES,"['Asus2', 'E', 'B5']",E
15988,Lost Without You,Freya Ridings,"['C', 'G', 'Dm', 'F']",C
15989,Lost Without You,Freya Ridings,"['F', 'C', 'G', 'Dm', 'F']",C
15990,Lost Without You,Freya Ridings,"['C', 'G', 'Dm', 'F']",C
15991,Lost Without You,Freya Ridings,"['F', 'C', 'G', 'Dm']",C
15992,Location,Khalid,"['C', 'Em', 'Am', 'Em', 'C', 'Em', 'Am', 'Dm']",C
15993,Location,Khalid,"['C', 'Em', 'Am', 'Dm']",C
15994,Location,Khalid,"['C', 'Em', 'Am', 'Dm']",C
15995,Break My Heart Again,FINNEAS,"['Em', 'C', 'D', 'D7', 'G']",G
15996,Break My Heart Again,FINNEAS,"['Em', 'C', 'D', 'D7', 'G', 'Em', 'C', 'D', 'D7']",G
15997,Break My Heart Again,FINNEAS,"['Em', 'C', 'D', 'D7', 'G']",G
15998,Break My Heart Again,FINNEAS,"['Em', 'C', 'D', 'D7']",G
15999,Teman Bahagia,JAZ,"['A', 'F#m', 'Bm', 'E', 'A', 'F#m', 'Bm', 'E', 'A']",A
16000,Teman Bahagia,JAZ,"['D', 'G', 'Em', 'Am', 'D', 'G']",G
16001,Teman Bahagia,JAZ,"['D', 'G', 'Em', 'Am', 'D']",G
16002,Teman Bahagia,JAZ,"['A', 'F#m', 'Bm', 'E', 'A']",A
16003,Teman Bahagia,JAZ,"['D', 'G', 'Em', 'Am']",G
16004,Teman Bahagia,JAZ,"['E', 'A', 'F#m', 'Bm']",A
16005,Teman Bahagia,JAZ,"['A', 'F#m', 'Bm', 'E']",A
16006,Your Song,Elton John,"['G', 'Am', 'Dm', 'F']",C
16007,Changes,XXXTENTACION,"['Em', 'C', 'Am', 'Em']",C
16008,Changes,XXXTENTACION,"['Em', 'C', 'Am', 'Em']",C
16009,Changes,XXXTENTACION,"['C', 'Am', 'Em']",C
16010,Menunggu Kamu,Anji,"['Em', 'C', 'F', 'G']",C
16011,Menunggu Kamu,Anji,"['Dm', 'Em', 'F']",C
16012,Sad,XXXTENTACION,"['Am', 'C', 'Dm', 'Em']",C
16013,Sad,XXXTENTACION,"['Am', 'C', 'Dm', 'Em']",C
16014,Tagu Taguan,Moira Dela Torre,"['D', 'A', 'Bm', 'G']",D
16015,Tagu Taguan,Moira Dela Torre,"['D', 'Bm', 'G', 'A']",D
16016,When The Partys Over,Billie Eilish,"['A', 'B', 'C#m', 'B', 'E', 'B', 'A']",E
16017,When The Partys Over,Billie Eilish,"['C#m', 'B', 'E', 'B', 'A', 'A', 'B']",E
16018,When The Partys Over,Billie Eilish,"['C#m', 'B', 'E', 'B', 'A', 'F#m']",E
16019,When The Partys Over,Billie Eilish,"['C#m', 'E', 'A', 'F#m']",A
16020,When The Partys Over,Billie Eilish,"['F#m', 'C#m', 'E']",A
16021,Strawberries And Cigarettes,Troye Sivan,"['A', 'E', 'F#m', 'D', 'E', 'A']",A
16022,Strawberries And Cigarettes,Troye Sivan,"['A', 'E', 'F#m', 'D', 'E']",A
16023,Strawberries And Cigarettes,Troye Sivan,"['A', 'E', 'D', 'F#m']",A
16024,Get You The Moon,Kina,"['A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B']",E
16025,Get You The Moon,Kina,"['A', 'C#m', 'B']",E
16026,Get You The Moon,Kina,"['A', 'C#m', 'B']",E
16027,Tolong,Budi Doremi,"['A', 'Bm', 'E', 'A']",A
16028,Tentang Rindu,Virzha,"['F', 'G', 'Em', 'Am']",C
16029,Tentang Rindu,Virzha,"['F', 'G', 'C']",C
16030,In My Blood,Shawn Mendes,"['Bb', 'F', 'Bb', 'Dm']",Bb
16031,In My Blood,Shawn Mendes,"['F', 'Bb', 'Dm', 'Bb', 'F']",F
16032,In My Blood,Shawn Mendes,"['Bb', 'F', 'Bb', 'Dm']",Bb
16033,In My Blood,Shawn Mendes,"['C', 'F', 'Am', 'F']",C
16034,Lost In Japan,Shawn Mendes,"['G', 'Am', 'Em', 'C', 'Am7']",G
16035,Lost In Japan,Shawn Mendes,"['Am7', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C']",C
16036,Lost In Japan,Shawn Mendes,"['G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'Am7']",G
16037,Lost In Japan,Shawn Mendes,"['G', 'Am', 'Em', 'C', 'Am7']",G
16038,Lost In Japan,Shawn Mendes,"['G', 'Am', 'Em', 'C']",G
16039,Lost In Japan,Shawn Mendes,"['Am7', 'Gmaj7', 'Am7']",Bb
16040,Shotgun,George Ezra,"['C', 'F', 'Am', 'G']",C
16041,Shotgun,George Ezra,"['C', 'F', 'Am', 'G']",C
16042,Lie To Me,5 Seconds Of Summer,"['C', 'G', 'Am', 'F']",C
16043,Lie To Me,5 Seconds Of Summer,"['C', 'G', 'Am', 'F']",C
16044,Lie To Me,5 Seconds Of Summer,"['Dm', 'G', 'C', 'Am']",C
16045,Lie To Me,5 Seconds Of Summer,"['Dm', 'G', 'C']",C
16046,Di Matamu,Sufian Suhaimi,"['Am', 'F', 'Dm']",C
16047,Youngblood,5 Seconds Of Summer,"['Em', 'D', 'G', 'C', 'D']",G
16048,Youngblood,5 Seconds Of Summer,"['Em', 'D', 'G', 'C', 'D', 'Em', 'D', 'G', 'C']",G
16049,Youngblood,5 Seconds Of Summer,"['C', 'Em', 'D', 'G', 'C', 'D', 'Em', 'D', 'G']",G
16050,Youngblood,5 Seconds Of Summer,"['Em', 'D', 'G', 'C', 'D']",G
16051,Youngblood,5 Seconds Of Summer,"['Em', 'D', 'G', 'C']",G
16052,Call Out My Name,The Weeknd,"['Em', 'Bm', 'Em', 'Bm', 'Em', 'Bm', 'Em', 'Bm', 'Em', 'Bm']",C
16053,Call Out My Name,The Weeknd,"['Em', 'Bm']",C
16054,Call Out My Name,The Weeknd,"['Em', 'Bm', 'Em', 'Bm', 'Em', 'Bm']",C
16055,Call Out My Name,The Weeknd,"['Em', 'Bm']",C
16056,Living Hope,Phil Wickham,"['Bm', 'A', 'D', 'A', 'G', 'A', 'D', 'G', 'D']",D
16057,Living Hope,Phil Wickham,"['G', 'D', 'A', 'Bm']",D
16058,Living Hope,Phil Wickham,"['G', 'A', 'Bm', 'D/F#']",D
16059,Slow Burn,Kacey Musgraves,"['G', 'D', 'Asus2', 'Em']",D
16060,Slow Burn,Kacey Musgraves,"['Asus2', 'Em', 'G', 'D']",D
16061,Slow Burn,Kacey Musgraves,"['G', 'D', 'Asus2', 'Em']",D
16062,Tera Yaar Hoon Main,Arijit Singh,"['G', 'C']",G
16063,Tera Yaar Hoon Main,Arijit Singh,"['G', 'Em', 'C', 'D']",G
16064,Tera Yaar Hoon Main,Arijit Singh,"['G', 'C', 'G', 'C', 'G', 'C']",G
16065,Tera Yaar Hoon Main,Arijit Singh,"['G', 'C']",G
16066,Tera Yaar Hoon Main,Arijit Singh,"['G', 'Em', 'C', 'D']",G
16067,Tera Yaar Hoon Main,Arijit Singh,"['D', 'G', 'Em', 'C']",G
16068,Tera Yaar Hoon Main,Arijit Singh,"['C', 'D', 'Em', 'D']",G
16069,Tera Yaar Hoon Main,Arijit Singh,"['C', 'G']",C
16070,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am', 'C', 'F']",C
16071,Hallucinogenics,Matt Maeson,"['F', 'F', 'G', 'Am', 'F', 'G', 'Am']",C
16072,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am', 'C', 'F']",C
16073,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am', 'C', 'G']",C
16074,Hallucinogenics,Matt Maeson,"['F', 'F', 'G', 'Am', 'C']",C
16075,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am', 'C']",C
16076,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am', 'F']",C
16077,Hallucinogenics,Matt Maeson,"['F', 'G', 'Am']",C
16078,Bulong,December Avenue,"['F', 'Am7', 'G', 'F', 'Am7', 'G', 'F', 'Am7', 'G']",C
16079,Bulong,December Avenue,"['F', 'Am7', 'G']",C
16080,Bulong,December Avenue,"['F', 'Am7', 'G']",C
16081,Sempurna,Andra and the BackBone,"['D', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A']",D
16082,Sempurna,Andra and the BackBone,"['Bm', 'A', 'G', 'A', 'G', 'A']",D
16083,Sempurna,Andra and the BackBone,"['D', 'A', 'G']",D
16084,Sempurna,Andra and the BackBone,"['G', 'Bm', 'F#m']",G
16085,Sempurna,Andra and the BackBone,"['G', 'D', 'A']",D
16086,Lovely,Billie Eilish,"['C', 'Em', 'Bm', 'C', 'Em', 'Bm', 'C', 'Em', 'Bm', 'C']",C
16087,Lovely,Billie Eilish,"['C', 'Em', 'Bm', 'C', 'Em', 'Bm', 'C', 'Em', 'Bm']",C
16088,Lovely,Billie Eilish,"['C', 'Em', 'Bm', 'C', 'Em', 'Bm', 'C']",C
16089,Lovely,Billie Eilish,"['C', 'Em', 'Bm']",C
16090,Lovely,Billie Eilish,"['C', 'Em', 'Bm', 'C']",C
16091,Lovely,Billie Eilish,"['C', 'Em', 'Bm']",C
16092,No Tears Left To Cry,Ariana Grande,"['Am', 'G', 'F']",C
16093,2002,Anne-Marie,"['D', 'D', 'A', 'Bm', 'Bm', 'F#m', 'G', 'A', 'D']",D
16094,2002,Anne-Marie,"['D', 'A', 'Bm', 'G']",D
16095,2002,Anne-Marie,"['G', 'D', 'A', 'Bm']",D
16096,2002,Anne-Marie,"['D', 'A', 'Bm', 'G']",D
16097,Kahit Ayaw Mo Na,This Band,"['G', 'A', 'D', 'A/C#', 'Bm']",D
16098,Kahit Ayaw Mo Na,This Band,"['D', 'D', 'Bm', 'G']",D
16099,Kahit Ayaw Mo Na,This Band,"['Bm', 'G', 'A', 'D']",D
16100,Kahit Ayaw Mo Na,This Band,"['D', 'Bm', 'G', 'D']",D
16101,Kahit Ayaw Mo Na,This Band,"['D', 'G', 'A']",D
16102,Buttercup,Jack Stauber,"['G', 'Bm', 'F#m', 'G', 'Bm', 'F#m', 'G', 'Bm', 'F#m']",G
16103,Buttercup,Jack Stauber,"['G', 'Bm', 'F#m']",G
16104,Buttercup,Jack Stauber,"['G', 'F#m']",G
16105,Buttercup,Jack Stauber,"['F#m', 'G']",G
16106,Buttercup,Jack Stauber,"['F#m', 'G', 'Bm']",G
16107,Buttercup,Jack Stauber,"['G', 'Bm', 'F#m']",G
16108,Demonyo Redefined,juan karlos,"['F', 'F', 'G', 'C']",C
16109,Demonyo Redefined,juan karlos,"['F', 'F', 'G', 'C']",C
16110,I Like You So Much Youll Know It,Ysabelle Cuevas,"['Em', 'A', 'D', 'A', 'Bm', 'F#m', 'G', 'D']",D
16111,I Like You So Much Youll Know It,Ysabelle Cuevas,"['D', 'Em', 'A']",D
16112,New Light,John Mayer,"['Am', 'D', 'G', 'C', 'C', 'Am', 'D', 'G']",G
16113,New Light,John Mayer,"['Am', 'D', 'G', 'C', 'C']",G
16114,New Light,John Mayer,"['Am', 'D', 'G']",G
16115,Lemon,米津玄師,"['F#m', 'D', 'E', 'A', 'D', 'A', 'E', 'A']",A
16116,Lemon,米津玄師,"['Dm', 'Am', 'G', 'C']",C
16117,Speechless,Dan + Shay,"['C', 'Em7', 'F', 'Dm7']",C
16118,Speechless,Dan + Shay,"['C', 'Em7', 'F', 'Dm7']",C
16119,Speechless,Dan + Shay,"['C', 'Bb', 'F']",F
16120,The Truth Untold,BTS,"['F', 'Am', 'G']",C
16121,The Truth Untold,BTS,"['Am', 'Em', 'F']",C
16122,The Truth Untold,BTS,"['F', 'Am', 'Em']",F
16123,The Truth Untold,BTS,"['Em', 'F', 'C']",C
16124,Sana,I Belong to the Zoo,"['Cadd9', 'G', 'Em7', 'G', 'Cadd9', 'G', 'Dsus4/F#']",G
16125,Sana,I Belong to the Zoo,"['Cadd9', 'G', 'Em7', 'G']",C
16126,Sana,I Belong to the Zoo,"['G', 'Dsus4/F#', 'Em7', 'Dsus4/F#']",G
16127,High Hopes,Panic! At the Disco,"['Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am']",F
16128,High Hopes,Panic! At the Disco,"['Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm']",F
16129,High Hopes,Panic! At the Disco,"['Bb', 'F', 'Dm']",Bb
16130,Fallin All In You,Shawn Mendes,"['G', 'Em', 'C', 'D', 'G']",G
16131,Fallin All In You,Shawn Mendes,"['G', 'Em', 'C', 'D']",G
16132,Fallin All In You,Shawn Mendes,"['Em', 'C', 'G', 'D']",G
16133,Fallin All In You,Shawn Mendes,"['D', 'G', 'Em', 'C']",G
16134,Fallin All In You,Shawn Mendes,"['Em', 'C', 'D']",G
16135,Raise A Hallelujah,Bethel Music,"['F', 'C', 'Am', 'G']",C
16136,Raise A Hallelujah,Bethel Music,"['C', 'F', 'Am', 'G', 'C']",C
16137,Raise A Hallelujah,Bethel Music,"['C', 'F', 'Am', 'G']",C
16138,Raise A Hallelujah,Bethel Music,"['Am', 'G', 'F', 'C']",C
16139,Raise A Hallelujah,Bethel Music,"['Am', 'G', 'C', 'F']",C
16140,Raise A Hallelujah,Bethel Music,"['F', 'C', 'Am', 'G']",C
16141,Sukdulang Biyaya,Musikatha,"['D', 'Bm', 'G', 'D']",D
16142,Sukdulang Biyaya,Musikatha,"['A', 'Bm', 'A', 'G']",D
16143,Dengan Caraku,Arsy Widianto,"['Dm', 'G', 'C', 'F']",C
16144,Let Me Down Slowly,Alec Benjamin,"['Am', 'G', 'Em', 'F']",C
16145,Let Me Down Slowly,Alec Benjamin,"['Am', 'G', 'Em', 'F']",C
16146,Ghost Of You,5 Seconds Of Summer,"['Cadd9', 'G', 'Em', 'D']",G
16147,Ghost Of You,5 Seconds Of Summer,"['G', 'Cadd9', 'G', 'Cadd9', 'G', 'Em', 'D']",G
16148,Ghost Of You,5 Seconds Of Summer,"['G', 'D', 'Am', 'Am', 'Cadd9', 'G']",G
16149,Ghost Of You,5 Seconds Of Summer,"['Cadd9', 'G', 'Em', 'D']",G
16150,Sana,I Belong to the Zoo,"['C', 'G', 'Em', 'G', 'C', 'G', 'D']",G
16151,Sana,I Belong to the Zoo,"['C', 'G', 'Em', 'D']",G
16152,Sana,I Belong to the Zoo,"['D', 'G', 'D', 'Em']",D
16153,Way Maker,Sinach,"['F', 'C', 'G', 'Am7', 'G']",C
16154,Way Maker,Sinach,"['F', 'C', 'G', 'Am7']",C
16155,Way Maker,Sinach,"['F', 'C', 'G', 'Am7', 'G']",C
16156,Way Maker,Sinach,"['F', 'C', 'G', 'Am7']",C
16157,Sober,Demi Lovato,"['Am', 'G', 'F', 'C']",C
16158,Sober,Demi Lovato,"['F', 'C', 'Am', 'G']",C
16159,Sober,Demi Lovato,"['Am', 'G', 'F', 'C']",C
16160,Sober,Demi Lovato,"['F', 'C', 'G', 'Am']",C
16161,Sober,Demi Lovato,"['F', 'C', 'Am', 'G']",C
16162,Be Alright,Dean Lewis,"['D', 'Em', 'C', 'G']",G
16163,Be Alright,Dean Lewis,"['Em', 'C', 'G', 'D']",G
16164,Be Alright,Dean Lewis,"['D', 'C', 'Em', 'D']",G
16165,Be Alright,Dean Lewis,"['D', 'Em', 'C', 'G']",G
16166,Di Na Muli,Itchyworms,"['F#m', 'E', 'D']",A
16167,Di Na Muli,Itchyworms,"['F#m', 'E', 'D']",A
16168,Menyimpan Rasa,Devano Danendra,"['G', 'Em', 'Am', 'F']",C
16169,Ocean Eyes,Billie Eilish,"['C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G']",G
16170,Ocean Eyes,Billie Eilish,"['C', 'D', 'G']",G
16171,Ocean Eyes,Billie Eilish,"['C', 'D', 'Em']",G
16172,Ocean Eyes,Billie Eilish,"['C', 'D', 'Em']",G
16173,Ocean Eyes,Billie Eilish,"['C', 'D', 'G']",G
16174,Buwan,juan karlos,"['G', 'G7', 'C', 'D7']",G
16175,Buwan,juan karlos,"['C', 'D7', 'G', 'G7']",G
16176,Buwan,juan karlos,"['C', 'D7', 'G']",G
16177,Goodness Of God,Bethel Music,"['C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G']",G
16178,Goodness Of God,Bethel Music,"['C', 'D', 'G']",G
16179,Goodness Of God,Bethel Music,"['C', 'D', 'G']",G
16180,Goodness Of God,Bethel Music,"['Em', 'C', 'D']",G
16181,Ex,Callalily,"['Cadd9', 'G', 'Em7', 'D']",G
16182,Ex,Callalily,"['Cadd9', 'G', 'Em7', 'D']",G
16183,God Is A Woman,Ariana Grande,"['Bm', 'Bm', 'G', 'A']",D
16184,God Is A Woman,Ariana Grande,"['Am', 'Am', 'F', 'G']",C
16185,You Say,Lauren Daigle,"['F', 'Am', 'Dm', 'Bb']",F
16186,You Say,Lauren Daigle,"['F', 'Am', 'Dm', 'Bb']",F
16187,Kung Di Rin Lang Ikaw,December Avenue,"['G#m', 'A', 'B', 'E']",E
16188,Kung Di Rin Lang Ikaw,December Avenue,"['G#m', 'A', 'B', 'E']",E
16189,Balang Araw,I Belong to the Zoo,"['Em7', 'Cadd9', 'D']",G
16190,Balang Araw,I Belong to the Zoo,"['G', 'Cadd9', 'Am7', 'Cadd9']",G
16191,Balang Araw,I Belong to the Zoo,"['Em7', 'Cadd9', 'D']",G
16192,Ilusi Tak Bertepi,Hijau Daun,"['Am', 'D', 'G', 'C']",G
16193,Ilusi Tak Bertepi,Hijau Daun,"['D', 'G', 'C']",G
16194,Make You Mine,PUBLIC,"['C', 'Em', 'Am', 'F']",C
16195,Make You Mine,PUBLIC,"['C', 'Em', 'Am', 'F']",C
16196,Love Someone,Lukas Graham,"['F', 'G', 'C', 'Am', 'F', 'G', 'Am']",C
16197,Love Someone,Lukas Graham,"['C', 'Em', 'Am', 'F']",C
16198,Love Someone,Lukas Graham,"['Am', 'F', 'C', 'Em']",C
16199,Love Someone,Lukas Graham,"['F', 'G', 'Am']",C
16200,Love Someone,Lukas Graham,"['Am', 'F', 'G']",C
16201,Happier,Marshmello,"['Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G']",G
16202,Happier,Marshmello,"['Bm', 'D/F#', 'G']",G
16203,Happier,Marshmello,"['G', 'D/F#', 'A', 'Bm']",D
16204,Happier,Marshmello,"['G', 'Bm', 'D/F#', 'G']",G
16205,Happier,Marshmello,"['Bm', 'D/F#', 'G']",G
16206,Happier,Marshmello,"['G', 'Bm', 'D/F#']",G
16207,Rindu Sahabat,Iksan Skuter,"['D', 'G', 'Em', 'Am', 'D', 'Bm', 'Em', 'Am']",G
16208,Rindu Sahabat,Iksan Skuter,"['F#m', 'Bm', 'E', 'C#m', 'F#m', 'Bm', 'E', 'A']",A
16209,Rindu Sahabat,Iksan Skuter,"['C', 'D', 'G', 'C', 'D', 'Em', 'Bm']",G
16210,Rindu Sahabat,Iksan Skuter,"['D', 'G', 'C', 'D', 'Em', 'Bm', 'C']",G
16211,Rindu Sahabat,Iksan Skuter,"['F#m', 'Bm', 'E', 'C#m']",A
16212,Rindu Sahabat,Iksan Skuter,"['G', 'C', 'D']",G
16213,Rescue,Lauren Daigle,"['E', 'Asus2/F#', 'C#m', 'A', 'C#m', 'A', 'E']",E
16214,Rescue,Lauren Daigle,"['A', 'E', 'B', 'C#m']",E
16215,Rescue,Lauren Daigle,"['B', 'C#m', 'A', 'E/G#']",E
16216,Rescue,Lauren Daigle,"['A', 'E/G#', 'Bsus', 'B']",E
16217,Rescue,Lauren Daigle,"['C#m', 'A', 'E']",A
16218,Sierra Burgess Is A Loser - Sunflower,Misc Soundtrack,"['G', 'C', 'F', 'C', 'F', 'Am', 'F']",C
16219,Sierra Burgess Is A Loser - Sunflower,Misc Soundtrack,"['F', 'C', 'F', 'C', 'F', 'Am']",F
16220,Sierra Burgess Is A Loser - Sunflower,Misc Soundtrack,"['C', 'F']",C
16221,Slow Dancing In The Dark,Joji,"['G', 'D', 'Dsus2']",G
16222,A Star Is Born - Shallow,Misc Soundtrack,"['Em7', 'D/F#', 'G', 'C', 'G', 'D']",G
16223,A Star Is Born - Shallow,Misc Soundtrack,"['Am', 'D/F#', 'G', 'D', 'Em']",G
16224,A Star Is Born - Shallow,Misc Soundtrack,"['Em', 'Bm', 'D', 'A']",D
16225,A Star Is Born - Shallow,Misc Soundtrack,"['Em7', 'D/F#', 'G']",G
16226,Chlorine,twenty one pilots,"['G', 'Am', 'F', 'Am']",C
16227,Chlorine,twenty one pilots,"['G', 'C', 'G', 'Am', 'F', 'C']",C
16228,Chlorine,twenty one pilots,"['C', 'G', 'Am']",C
16229,Chlorine,twenty one pilots,"['C', 'G', 'Am', 'C']",C
16230,Chlorine,twenty one pilots,"['G', 'Am', 'F', 'Am']",C
16231,Chlorine,twenty one pilots,"['C', 'G', 'Am']",C
16232,Chlorine,twenty one pilots,"['F', 'Am', 'G']",C
16233,A Star Is Born - Always Remember Us This Way,Misc Soundtrack,"['Am', 'F', 'C', 'G']",C
16234,A Star Is Born - Always Remember Us This Way,Misc Soundtrack,"['F', 'G', 'C']",C
16235,A Star Is Born - Always Remember Us This Way,Misc Soundtrack,"['F', 'G', 'Am']",C
16236,A Star Is Born - Ill Never Love Again,Misc Soundtrack,"['Gsus2', 'Em7', 'Dsus2', 'Gsus2', 'Em7', 'Dsus2', 'Gsus2', 'Em7']",G
16237,A Star Is Born - Ill Never Love Again,Misc Soundtrack,"['Gsus2', 'Em7', 'Dsus2']",G
16238,A Star Is Born - Ill Never Love Again,Misc Soundtrack,"['Gsus2', 'Em7', 'Dsus2', 'Gsus2', 'Em7']",G
16239,A Star Is Born - Ill Never Love Again,Misc Soundtrack,"['Gsus2', 'Em7', 'Dsus2']",G
16240,A Star Is Born - Ill Never Love Again,Misc Soundtrack,"['Dsus2', 'Gsus2', 'Em']",D
16241,Malibu Nights,LANY,"['D', 'F#m', 'E', 'D']",A
16242,Malibu Nights,LANY,"['D', 'F#m', 'E', 'D', 'D', 'F#m', 'E']",A
16243,Malibu Nights,LANY,"['D', 'F#m', 'E', 'D']",A
16244,Malibu Nights,LANY,"['D', 'F#m', 'E']",A
16245,Without Me,Halsey,"['Am', 'C', 'G', 'F']",C
16246,Without Me,Halsey,"['Am', 'C', 'G', 'F']",C
16247,A Star Is Born - Maybe Its Time,Misc Soundtrack,"['G', 'G', 'C', 'G', 'C', 'G', 'G/F#', 'Em', 'D', 'C']",G
16248,A Star Is Born - Maybe Its Time,Misc Soundtrack,"['C', 'G', 'C', 'G', 'C', 'G', 'G/F#', 'Em', 'D']",G
16249,A Star Is Born - Maybe Its Time,Misc Soundtrack,"['C', 'G']",C
16250,A Star Is Born - Maybe Its Time,Misc Soundtrack,"['D', 'C', 'G']",G
16251,A Star Is Born - Shallow,Misc Soundtrack,"['Am', 'D', 'G', 'D', 'Em']",G
16252,A Star Is Born - Shallow,Misc Soundtrack,"['Em', 'D', 'G', 'C', 'G', 'D', 'Em', 'D', 'G']",G
16253,A Star Is Born - Shallow,Misc Soundtrack,"['Em', 'D', 'G', 'C', 'G', 'D']",G
16254,A Star Is Born - Shallow,Misc Soundtrack,"['Am', 'D', 'G', 'D', 'Em']",G
16255,A Star Is Born - Shallow,Misc Soundtrack,"['Em', 'Bm', 'D', 'A']",D
16256,A Star Is Born - Shallow,Misc Soundtrack,"['Em', 'D', 'G']",G
16257,Karna Su Sayang,near (Indonesia),"['C', 'G', 'Am', 'Em', 'F', 'C', 'Dm', 'G']",C
16258,Karna Ada Ko,R_N.G,"['G', 'D', 'Em', 'D', 'C', 'G', 'C', 'D', 'G']",G
16259,Karna Ada Ko,R_N.G,"['G', 'D', 'Em', 'D', 'C', 'G', 'C', 'D']",G
16260,Karna Ada Ko,R_N.G,"['A', 'E', 'F#m', 'E', 'D', 'A', 'D', 'E']",A
16261,Pinkfong - Baby Shark,Misc Children,"['G', 'C', 'Em', 'D']",G
16262,Pinkfong - Baby Shark,Misc Children,"['G', 'C', 'Em', 'D']",G
16263,Pinkfong - Baby Shark,Misc Children,"['Ab', 'Db', 'Fm', 'Eb']",Ab
16264,Pinkfong - Baby Shark,Misc Children,"['G', 'C', 'Em']",G
16265,Sunflower,Post Malone,"['D', 'G', 'Em', 'G']",D
16266,Sunflower,Post Malone,"['G', 'D', 'G', 'Em', 'G', 'D']",G
16267,Sunflower,Post Malone,"['D', 'G', 'Em', 'G']",D
16268,Empty Space,James Arthur,"['F', 'G', 'C', 'C', 'F', 'G', 'C', 'C', 'F', 'G']",C
16269,Empty Space,James Arthur,"['F', 'G', 'C', 'C']",C
16270,Empty Space,James Arthur,"['F', 'G', 'C', 'C', 'F', 'G']",C
16271,Empty Space,James Arthur,"['C', 'C', 'F', 'G']",C
16272,Empty Space,James Arthur,"['F', 'G', 'C', 'C']",C
16273,Sweet But Psycho,Ava Max,"['F', 'C', 'G', 'Am', 'G']",C
16274,Sweet But Psycho,Ava Max,"['F', 'C', 'G', 'Am', 'G']",C
16275,Xnxx,Joji,"['D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G']",D
16276,Xnxx,Joji,"['D', 'Em', 'G']",D
16277,Xnxx,Joji,"['D', 'Em', 'G']",D
16278,Bad Liar,Imagine Dragons,"['D', 'D', 'D', 'Bm', 'Bm', 'G', 'A']",D
16279,Bad Liar,Imagine Dragons,"['D', 'Bm', 'G', 'D', 'A/C#', 'Bm', 'G']",D
16280,Bad Liar,Imagine Dragons,"['Bm', 'G', 'D', 'A/C#', 'Bm', 'G', 'D']",D
16281,Bad Liar,Imagine Dragons,"['D', 'D', 'D']",D
16282,Bad Liar,Imagine Dragons,"['Bm', 'G', 'D']",G
16283,Someone You Loved,Lewis Capaldi,"['C', 'G', 'Am', 'F']",C
16284,Someone You Loved,Lewis Capaldi,"['C', 'G', 'Am', 'F']",C
16285,Someone You Loved,Lewis Capaldi,"['C', 'G', 'Am', 'F']",C
16286,Someone You Loved,Lewis Capaldi,"['C', 'G', 'Am', 'F']",C
16287,Be My Mistake,The 1975,"['F', 'C', 'F', 'C', 'F']",F
16288,Be My Mistake,The 1975,"['C', 'F']",C
16289,Be My Mistake,The 1975,"['G', 'F', 'C']",C
16290,Be My Mistake,The 1975,"['F', 'C', 'F']",F
